"","text.X","text.x","emotion","polarity"
"1037",1037," you do realize the vaccine will not prevent anyone from contracting covid it only lessens the sy ","unknown","positive"
"1038",1038," bmi is a bullshit standard and it s not clear to me that weight actually makes for a worse outcome with covid so much as ","sadness","negative"
"1039",1039," outlines the conditions for lifting england s lockdown the number of covid deaths decreasing pressure on th ","unknown","negative"
"1040",1040," u get a for one the covid vaccine and a keloid","sadness","negative"
"1041",1041," ooooo go not another one what is actually up with people come on who else is coming on thi ","unknown","positive"
"1042",1042," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1043",1043," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1044",1044," treasury dg dondo mogajane tells that sa is considering three options to funding the covid vaccine budge ","unknown","positive"
"1045",1045," nearly million doses of covid vaccine have been administered to people in wealthy countries just doses have ","unknown","positive"
"1046",1046," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1047",1047," new brunswick has additional covid cases day after a pandemic high of cases were diagnosed the province s day ","anger","positive"
"1048",1048," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1049",1049," fwiw i think this is a fantastic idea and shoutout to for showing leadership on this i think it s so important for the ","surprise","positive"
"1050",1050," one stat shames our covid deniers downplaying idiots lockdown flouters the uk now has the world s highes ","unknown","neutral"
"1051",1051," california warns against using a batch of moderna covid vaccines after allergic reactions ","unknown","negative"
"1052",1052,"covid news uk vaccine rollout extended to people and over ","unknown","positive"
"1053",1053," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations what an absolute idiot is c ","unknown","negative"
"1054",1054," covid vaccine there are real gaps in the system with a small number of surgeries not even having started yet ","unknown","positive"
"1055",1055,"the good news is that i had my st covid vaccine the bad news is that i couldn t get the nd appointment and was ","sadness","negative"
"1056",1056," welsh minister mark drakford starts covid jab slow down staff told not too rush eke out the vaccine he say s ff ","joy","negative"
"1057",1057," djt not prolife gavi gates owns funded them million in trump praises them gave billion ","unknown","positive"
"1058",1058," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1059",1059," the fda is holding up a cheap durable vaccine currently in use in other countries even as thousands of americans die fr ","unknown","neutral"
"1060",1060," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1061",1061," scammers are looking to make a quick buck at your expense if you ever receive any phone call email whatsapp messages ","unknown","neutral"
"1062",1062," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1063",1063," u k aims to give st covid shot to all adults by september ","unknown","positive"
"1064",1064,"nearly two dozen nursing home residents in norway die within days of getting covid vaccine ","unknown","positive"
"1065",1065," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1066",1066," jon snow interviewing sir john bell a member of sage bell blurts out that this vaccine will steril ","unknown","positive"
"1067",1067,"this is shocking apparently trump thought getting big pharma to produce a vaccine was enough he couldn t be bothe ","unknown","neutral"
"1068",1068," india is expected to gift bangladesh million doses of covishield vaccine last year india had assured bangladesh that the ","unknown","neutral"
"1069",1069," russians queue for covid vaccine at luxury red square mall ","unknown","positive"
"1070",1070," read share this excellent account on covid vaccine related adverse events ranging from life threatening anaphylaxi ","unknown","negative"
"1071",1071," please read the full study on link below if you are not a science geek just skip to the conclusion at the end this is a pu ","joy","positive"
"1072",1072," it isn t a vaccine so it s not anti vax this is fascism anti vaxxers who refuse covid jab could be banned from ","unknown","negative"
"1073",1073," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1074",1074,"new york gov cuomo asks to buy directly from pfizer ","unknown","positive"
"1075",1075," the week that was bjp aap congress politicised the removal of hanuman temple in delhi media misreported that congre ","unknown","positive"
"1076",1076," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1077",1077," wonder why those tory mps bragging about highest vaccine numbers in europe forget to add that we also have the hi ","surprise","neutral"
"1078",1078,"i want ppl to remember just because you get the vaccine doesn t mean you can t pass covid to ppl without it ","sadness","negative"
"1079",1079," outlines the conditions for lifting england s lockdown the number of covid deaths decreasing pressure on th ","unknown","negative"
"1080",1080," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1081",1081," one stat shames our covid deniers downplaying idiots lockdown flouters the uk now has the world s highes ","unknown","neutral"
"1082",1082,"american deaths from covid surpass ","unknown","positive"
"1083",1083," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1084",1084,"that s the same boris bullshit we heard last year just before they opened the floodgates ","unknown","neutral"
"1085",1085," this site offers a look at covid vaccine distribution nationally you can see how wa stacks up with other states ","unknown","positive"
"1086",1086," we all dodged a bullet in by rejecting the snp s flawed prospectus for wrenching scotland out of the uk and eu there w ","unknown","negative"
"1087",1087," djt not prolife gavi gates owns funded them million in trump praises them gave billi ","unknown","positive"
"1088",1088," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations has attacked ","unknown","negative"
"1089",1089,"welsh minister mark drakford starts covid jab slow down staff told not too rush eke out the vaccine he say s ","joy","negative"
"1090",1090,"how does the covid vaccine work returns to to share updates on everything covid and ","unknown","positive"
"1091",1091," individuals in the uk received at least one dose of a covid vaccine as of january source ","unknown","negative"
"1092",1092,"world facing catastrophic moral failure on vaccines who chief the world is on the brink of a catastrophic moral ","unknown","neutral"
"1093",1093," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1094",1094," sam has had his covid vaccine we are asking our team to be vaccinated this means that we are less likely to become ","unknown","negative"
"1095",1095,"pfizer covid vaccine makes more antibodies than infection report ","unknown","positive"
"1096",1096,"turns out vaccines produce more antibodies than the covid virus itself study shows ","unknown","negative"
"1097",1097,"woke up today with a smile because i knew my dad who s had cancer twice gets his first covid vaccine shot","unknown","neutral"
"1098",1098," cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine worries live updates ","joy","neutral"
"1099",1099," norwegian health officials now say the pfizer vaccine is safe the vax had been implicated in deaths of nursing home r ","unknown","positive"
"1100",1100,"those who have loved ones in prison knew that it was always a matter of when and not if or how quickly covid ","unknown","negative"
"1101",1101," great but me and my family won t be taking any covid vaccine besides it s all going to disappear once you take office u f d ","joy","positive"
"1102",1102," new monroe county department of health says they are an expecting allocation of only new covid vaccine doses this w ","unknown","positive"
"1103",1103,"the oldest man in canada received the covid vaccine last week and he lives right here in bc jahyung lee is ","unknown","negative"
"1104",1104,"a survey of health system employees on hesitancy to receive a covid vaccine yes no and u ","fear","positive"
"1105",1105,"there is a vaccine against homelessness it s called affordablehousing covid has laid bare the problems of t ","unknown","negative"
"1106",1106," the covid vaccine news and covid news is propagana the vaccine is the virus novaccineforme more fool ","unknown","negative"
"1107",1107," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1108",1108," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1109",1109,"but it s unclear if they can do it before those vaccines are fully licensed here s a look at what the experts say ","unknown","negative"
"1110",1110," eff statement on the procurement of covid vaccine ","unknown","positive"
"1111",1111," the california state epidemiologist is recommending providers pause the administration of a single lot of the moderna vaccine due ","unknown","positive"
"1112",1112,"maybe so morrison can order the return of stranded aussies as an election crutch like delaying the covid vaccine ","joy","neutral"
"1113",1113," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1114",1114," acceptance of the covid vaccine continues to soar a new usa today suffolk university poll finds but pessimism is al ","unknown","neutral"
"1115",1115," u fe f the eu has gone down on our global covid vaccine access test u a u fe f u a u fe f the eu accumulates contracts for bn do ","unknown","positive"
"1116",1116," paulis elfrida heinbergs married years and residents of good samaritan society pembina village long term care in evans ","joy","neutral"
"1117",1117," so the feds provide the sick leave the vaccine the military to bail out the ltcs ","disgust","neutral"
"1118",1118,"corbyn attacks boris for vaccine nationalism demands jabs given away to other nations ","unknown","negative"
"1119",1119," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1120",1120,"i applied to volunteer at a covid vaccine pod","unknown","positive"
"1121",1121," year old irene pipke is one of the residents living at the hamlets in red deer who received her first dose of covid va ","unknown","positive"
"1122",1122," modi ji is afraid of u f farmer s u f press u f china u f covid vaccine ","fear","negative"
"1123",1123,"getting my covid vaccine tomorrow and i m so excited yes yes yes u f c u f fd ","unknown","positive"
"1124",1124," year old alwine jastrau a resident at cypress view foundation received her first dose of covid vaccine yesterday fro ","unknown","positive"
"1125",1125,"the world health organization chief says it s not right that younger healthier adults in wealthier countries get ","sadness","neutral"
"1126",1126," on jan th jackson state jsu sponsored an important conversation on the covid vaccine and we were privileged to ha ","unknown","positive"
"1127",1127," looking for the latest in covid vaccine developments we ve compiled updated science and evidence based resources ","unknown","positive"
"1128",1128,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"1129",1129," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1130",1130," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1131",1131," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1132",1132," dr anthony fauci tells that the flow of covid vaccines is steady enough to ensure everyone will get their se ","sadness","positive"
"1133",1133," dollar general is offering employees a deal go get a covid vaccine and receive four hours of pay ","sadness","negative"
"1134",1134," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1135",1135," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1136",1136,"joint statement from and monroe county is expecting doses of covid vaccine ","unknown","positive"
"1137",1137,"uk government all pharmacies should to be able to play a part in the uk s covid vaccine programme sign the pe ","unknown","positive"
"1138",1138," the world is on the brink of a catastrophic moral failure and the price of this failure will be paid with lives and li ","unknown","neutral"
"1139",1139,"a usf nursing student gave me my covid vaccine u f a ","unknown","positive"
"1140",1140," jon snow interviewing sir john bell a member of sage bell blurts out that this vaccine will steril ","unknown","positive"
"1141",1141," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1142",1142," catastrophic moral failure who slams covid vaccine distribution ","unknown","negative"
"1143",1143,"ontario seniors living in fear of covid feel forgotten in vaccine rollout plan cbc news ","fear","negative"
"1144",1144," scotland has nearly times the covid deaths as norway now sturgeon s vaccine delays are killing more ","unknown","positive"
"1145",1145," watch the covid vaccine town hall tomorrow at pm submit a question at ","unknown","negative"
"1146",1146," what alternative do you have to the flu vaccine this whole situation is an exercise ","joy","positive"
"1147",1147,"this is why we will never be on top of covid until the vaccine has been fully rolled out not about who s going out ","surprise","positive"
"1148",1148," lost the bighomie to covid i know i go around large groups but i ve been tested and plan to keep on testing periodicall ","unknown","neutral"
"1149",1149," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1150",1150,"cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine worries live upd ","joy","neutral"
"1151",1151,"cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine worries live upd ","joy","neutral"
"1152",1152," i dare you to name just one good thing this new dawn administration has achieved in its years hell i dare you to name ju ","joy","positive"
"1153",1153,"new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"1154",1154,"when can grandparents safely visit their grandkids after receiving the covid vaccine ","unknown","positive"
"1155",1155," many patients asking which covid vaccine to get and when to get it my response whichever one is available to you and a ","sadness","negative"
"1156",1156,"calif calls for pause on batch of moderna s covid vaccine after several ","unknown","positive"
"1157",1157,"if this example of doltified nationalism anything to go by im now very concerned for the mental state of the scots ","unknown","negative"
"1158",1158," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1159",1159," iran outrageous vaccine policy is setting stage for mass covid deaths ","fear","negative"
"1160",1160,"how much bonus will it take before you submit to the vaccine ","unknown","positive"
"1161",1161," eff statement on the procurement of covid vaccine ","unknown","positive"
"1162",1162,"norway denies direct link between deaths of elderly and vaccine ","unknown","positive"
"1163",1163,"welp i m gonna have to keep my mouth zipped when i get the covid vaccine since my co worker believes it s the mark ","sadness","negative"
"1164",1164,"cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine worries live upd ","joy","neutral"
"1165",1165," blood cancer patients in the uk will receive the vaccine this week along with the over s not so in ireland as patients a ","unknown","negative"
"1166",1166," it s actually not false at all you should look into it this virus is only deadly to over s the ","unknown","negative"
"1167",1167," the publix stores allotted covid vaccines by the state are located in safely republican florida counties deathsant ","unknown","positive"
"1168",1168," on judgement day after the quick and the dead are finally sorted we ll break into groups and at long last receive the ","unknown","negative"
"1169",1169,"pound falls on risk off mood later rallies on covid vaccine progress ","unknown","negative"
"1170",1170," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1171",1171," from the obituary of a man killed by covid to honor his memory if you are a u s senator please vote to convict donald j tr ","joy","positive"
"1172",1172," i d rather miss restaurants or cinemas than risk my health with an experimental dna altering injecti ","unknown","negative"
"1173",1173," what causes auto immune responses it s generally not a virus with a survival rat ","unknown","negative"
"1174",1174,"got my st covid vaccine this morning","unknown","positive"
"1175",1175," the european union will have a much shorter interruption in deliveries of the pfizer biontech covid vaccine than canad ","unknown","neutral"
"1176",1176," mary and marina got their covid vaccine together u f d gogglebox ","joy","positive"
"1177",1177," four trial volunteers who got pfizer s covid vaccine developed bell s palsy but fda denies that the temporary fac ","unknown","negative"
"1178",1178," eff statement on the procurement of covid vaccine ","unknown","positive"
"1179",1179," we re making excellent progress rolling out the covid vaccine statewide as additional doses become available more new mex ","unknown","positive"
"1180",1180," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1181",1181," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1182",1182," me and the besties after we take the covid vaccine ","unknown","positive"
"1183",1183," jon snow interviewing sir john bell a member of sage bell blurts out that this vaccine will steril ","unknown","positive"
"1184",1184," we collaborated with on a covid vaccine factsheet for prisoners we ll be mailing these out soon with zines le ","unknown","positive"
"1185",1185," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1186",1186," there are so few people infected with covid in cuba that the country can t test its own vaccine ","unknown","negative"
"1187",1187,"what you need to know about the claims people died after getting the covid vaccine in norway ","unknown","neutral"
"1188",1188,"cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine worries live upd ","joy","neutral"
"1189",1189,"if bette porter were mayor all of la would have the vaccine and covid would be over thanks homophobia ","unknown","positive"
"1190",1190," icymi southern california aqmd lifted restrictions on cremations due to surplus of corpses to be dealt with from ","unknown","positive"
"1191",1191," do you think china should manufacture or fund covid vaccine supply for third world countries that can not afford to comp ","unknown","positive"
"1192",1192,"in july health secretary matt hancock announced definitively that the uk would be buying and regulating covid vacc ","unknown","positive"
"1193",1193," if you are entering the us by plane after january you need to show that you have tested negative for covid the ","unknown","negative"
"1194",1194," according to the official reports released by the modi govt cases of abnormal health issues along with deaths have bee ","unknown","negative"
"1195",1195," everybody needs the vaccine eventually it s a pre emptive measure because you won t suffer any of ","sadness","negative"
"1196",1196," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"1197",1197,"i wonder why the government is not saying how many doses of covid vaccine one will have to take in order to comp ","surprise","positive"
"1198",1198,"california state epidemiologist recommends pause on use of batch of moderna vaccines ","unknown","positive"
"1199",1199," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1200",1200," u f e it s official all of our gp led vaccination sites across mid and south essex are now live with covid vaccinations ","joy","negative"
"1201",1201,"spoiler you should get the shot should i get a covid vaccine if i ve had the virus ","sadness","negative"
"1202",1202," this smile is covid vaccine","unknown","positive"
"1203",1203,"as states start offering covid vaccines to seniors many caregivers are finding it challenging to actually get ","sadness","negative"
"1204",1204,"for i spoke to a toronto based er nurse about what it s like getting the covid vaccine what it ","joy","positive"
"1205",1205," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1206",1206,"i am just so frustrated the point of the vaccine i spell it out now it saves you from death taking up a bed y ","anger","negative"
"1207",1207," hancock just gave a very badly phrased reply that suggested we don t yet know how much the vaccine will prevent the over ","unknown","positive"
"1208",1208,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"1209",1209," similar cases linked to the pfizer biontech vaccine have been referred to the cdc and fda for review california ","unknown","positive"
"1210",1210," more than pharmacies are expected to start vaccinating by the end of january but questions remain as to why les ","unknown","positive"
"1211",1211," i suppose all of us will have to wait for the vaccine and then everyone may not get it as soon as ","sadness","negative"
"1212",1212," breaking familycarers likely to be considered in the key worker group under category of the hse covid priority va ","unknown","positive"
"1213",1213," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1214",1214," another common email i get a senior who thinks he is registering for the covid vaccine by emailing me it s a terrible ir ","fear","negative"
"1215",1215," jim larra aga says he s had the first dose of the covid vaccine and has experienced no side effects larra aga wil ","unknown","neutral"
"1216",1216," the covid vaccination is being rolled out to priority groups across south east london we would like to better unde ","joy","positive"
"1217",1217,"covid vaccine distribution for phase b populations to begin in portage county ","unknown","positive"
"1218",1218," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1219",1219," if you are entering the us by plane after january you need to show that you have tested negative for covid the ","unknown","negative"
"1220",1220," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1221",1221,"found out i can get the covid vaccine because of work and i m like half excited half nervous on one hand i m like ","joy","neutral"
"1222",1222,"madness anti vaccine groups receive more than in covid relief program the washington post ","anger","negative"
"1223",1223," if you think that nhs staff should receive full covid vaccine courses doses immediately please rt this u f nhs staf ","joy","positive"
"1224",1224,"anti vaccine groups receive more than in covid relief program the washington post u u u u ","unknown","neutral"
"1225",1225," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1226",1226," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1227",1227," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1228",1228," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1229",1229," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1230",1230,"top story another new coronavirus variant found across california los angeles times ","surprise","positive"
"1231",1231,"like by not taking the vaccine you re basically saying you think getting covid would be safer when we know the odds ","joy","positive"
"1232",1232,"people be like i m not taking the vaccine they haven t tested it enough it could have side effects you know what ","joy","positive"
"1233",1233," not good news for the eu officials involved email exchanges between eu officials and the european medicines agency show ","joy","neutral"
"1234",1234,"since you claim you re out of vaccine will you do your part and allow albertans to join ","unknown","positive"
"1235",1235," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1236",1236," donottaketheirvaccine visit ","unknown","positive"
"1237",1237," scotland has nearly times the covid deaths as norway now sturgeon s vaccine delays are killing more ","unknown","positive"
"1238",1238,"palestine refugees are forced to the back of the covid vaccine line ","unknown","positive"
"1239",1239,"okotoks paramedic receives her covid vaccine ","unknown","positive"
"1240",1240," you re confusing me with the hysterical covid gang i m pro vaccine but want ","fear","negative"
"1241",1241," demented absolutely demented corbyn attacks boris for vaccine nationalism demands jabs given away to other nati ","unknown","negative"
"1242",1242," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1243",1243,"scottish care home staff face sack if they refuse covid vaccine scotland the times ","joy","negative"
"1244",1244," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1245",1245," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1246",1246," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1247",1247," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1248",1248,"asha workers in assam say no to covid vaccine shot unless salary is hiked ","unknown","negative"
"1249",1249," people have received a first dose of covid vaccine however only have received a second dose import ","unknown","positive"
"1250",1250," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1251",1251," forgot to allocate funds for covid vaccine didn t forget to allocate million for broadsheet ","unknown","negative"
"1252",1252," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1253",1253,"i just got my first dose of the covid vaccine and didn t feel a thing u f a y all scared for what","fear","neutral"
"1254",1254," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1255",1255," why has pushed canada to the back of the line for covid vaccine and when will fight back for ca ","unknown","neutral"
"1256",1256," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1257",1257," elderly refugees in jordan s started receiving the covid vaccine ","unknown","positive"
"1258",1258," people who have not received a covid vaccine in new south wales could be prevented from entering certain public venues ","unknown","positive"
"1259",1259," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1260",1260," dr henry anyimadu an infectious disease specialist with hartford healthcare says older folks should wait until they ve ","unknown","negative"
"1261",1261," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1262",1262," conflicts of interest among the uk government s covid www bmj com content bmj by july the uk government had signed ","joy","positive"
"1263",1263," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1264",1264," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"1265",1265," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1266",1266," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1267",1267," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1268",1268,"sobering news we continue to be casual about the basics cover distance avoid all the best to our country ","unknown","negative"
"1269",1269,"died within days of receiving a covid vaccine covid ","unknown","positive"
"1270",1270,"the director general said rich countries buying up all the doses of covid vaccines was a catastrophic moral f ","unknown","neutral"
"1271",1271," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1272",1272," andrew cuomo covid vaccine allocation to new york hospitals depends on how fast they can distribute doses ","unknown","positive"
"1273",1273," if you are entering the us by plane after january you need to show that you have tested negative for covid the ","unknown","negative"
"1274",1274,"norway denies direct link between deaths of elderly and vaccine ","unknown","positive"
"1275",1275," just received an appointment for my first covid vaccine injection next saturday second one weeks later they say we ","unknown","positive"
"1276",1276,"thread by has released its updated batch of reported covid vaccine side effect data thro ","unknown","positive"
"1277",1277," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"1278",1278," when the nhs contacts you or a loved one to get vaccinated there are a few places you may be asked to go a local hospita ","sadness","neutral"
"1279",1279,"the st vaccine for covid may soon run out as global demand increases exponentially the pfizer chiefs said the ","unknown","positive"
"1280",1280," inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1281",1281,"he took the covid vaccine a week ago he is from uk and a very real person god u f u f ","sadness","positive"
"1282",1282,"hacked emails allegedly detail how eu drug regulator was pressured to approve pfizer jab despite problems with th ","anger","negative"
"1283",1283,"pasadena residents or older eligible to receive covid vaccine ","unknown","positive"
"1284",1284," million indian covishield covid vaccine expected to be gifted by india to bangladesh on th january ","unknown","positive"
"1285",1285," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1286",1286," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1287",1287," yes you will need to continue wearing a mask and taking other precautions after being fully vaccinated that s be ","unknown","positive"
"1288",1288," people have received a first dose of covid vaccine however only have received a second dose import ","unknown","positive"
"1289",1289," in waiting room about to get my covid vaccine dose ","sadness","negative"
"1290",1290," never underestimate the stupidity of an average trump supporter brother remember that these c ","joy","neutral"
"1291",1291,"covid vaccine themes persist in fraud schemes ","unknown","neutral"
"1292",1292,"california halts covid vaccinations moderna batch linked to unusually high number of adverse reactions ","anger","negative"
"1293",1293,"this is my america this michigan marijuana dispensary is giving free weed to anyone who got the covid vaccine ","unknown","neutral"
"1294",1294," covid didn t get them but the vaccine did few people realise there is a reporting system to track adverse events rela ","sadness","negative"
"1295",1295,"johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus ","unknown","negative"
"1296",1296," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1297",1297," the coronavirus vaccine is free on the nhs so health service staff will never ask for payment to get it if you ve received a su ","sadness","negative"
"1298",1298," individuals in the uk received at least one dose of a covid vaccine as of january source ","unknown","negative"
"1299",1299,"california halts injections of moderna covid vaccine batch due to higher than usual number of adverse events ","unknown","negative"
"1300",1300," the majority of britons now feel the government is handling the covid vaccine rollout well this is up from when a ","unknown","positive"
"1301",1301,"i have my first covid vaccine appointment booked and i am beyond pleased ","joy","positive"
"1302",1302," dead last in covid vaccine rollout do better","unknown","negative"
"1303",1303," covid didn t get them but the vaccine did few people realise there is a reporting system to track adverse events rela ","sadness","negative"
"1304",1304," my new essay on ","unknown","positive"
"1305",1305,"most tone deaf party outside of anc that is tone deaf about covidvaccine dangers u f u fe f u f u fe f u f u fe f ","unknown","negative"
"1306",1306," the yellow fever vaccine has been available for more than years whereas the covid vaccines have only been tes ","unknown","negative"
"1307",1307," california officials told providers across the state to pause administering doses from one specific covid vaccine lot from mod ","unknown","positive"
"1308",1308," the world is on the brink of a catastrophic moral failure and the price of this failure will be paid with lives an ","unknown","neutral"
"1309",1309," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1310",1310," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1311",1311," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1312",1312," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1313",1313,"kwanlin d n first nation chief doris bill urges citizens to be get the covid vaccine when it s available yukon ","sadness","negative"
"1314",1314," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1315",1315," all of these patients have had serious underlying illnesses we can t say that people die from the vaccine i m sure ","unknown","neutral"
"1316",1316,"supz conflicted on getting the covid vaccine thoughts comments ","unknown","positive"
"1317",1317," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1318",1318," four trial volunteers who got pfizer s covid vaccine developed bell s palsy but fda denies that the temporary fac ","unknown","negative"
"1319",1319," california warns against using a batch of moderna covid vaccines after allergic reactions ","unknown","negative"
"1320",1320," another common email i get a senior who thinks he is registering for the covid vaccine by emailing me it s a terrible ir ","fear","negative"
"1321",1321," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1322",1322," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"1323",1323," chance to put vaccine questions at online event ","unknown","positive"
"1324",1324," southern pharmacy has canceled covid vaccine appointments for phase b none of the pharmacies administrating the vacci ","unknown","negative"
"1325",1325," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1326",1326," vaccine a different story take your journey down memory lane how solidarity fund cre ","unknown","neutral"
